titulo;preco;qtdVendida;linkVendedor;classificacaoVendedor;marca;sku;categoria;link
Antena Digital Interna Hdtv Com Cabo 2,5m Aquario Dtv-100p;32;Novo;https://www.mercadolivre.com.br/pagina/starhouse?item_id=MLB3147218060&category_id=MLB44572&seller_id=36716631&client=recoview-selleritems&recos_listing=true;null;Aquário;DTV-100PFG;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-3147218060-antena-digital-interna-hdtv-com-cabo-25m-aquario-dtv-100p-_JM#position=41&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Antena Digital Dtv100 4 Em 1 Hdtv Vhf Uhf Fm Dtv-100 Aquario;35;Novo;https://lista.mercadolivre.com.br/_CustId_673763846?item_id=MLB4125904084&category_id=MLB44572&seller_id=673763846&client=recoview-selleritems&recos_listing=true;MercadoLíder Gold;Aquário;DTV-100;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-4125904084-antena-digital-dtv100-4-em-1-hdtv-vhf-uhf-fm-dtv-100-aquario-_JM#position=42&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Antena Interna Tv Digital Hdtv Dtv-100 Aquario Cabo 2,5 Mts;36;Novo  |  +500 vendidos;https://lista.mercadolivre.com.br/_CustId_107579688?item_id=MLB893877829&category_id=MLB44572&seller_id=107579688&client=recoview-selleritems&recos_listing=true;MercadoLíder Platinum;Aquário;DTV-100;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-893877829-antena-interna-tv-digital-hdtv-dtv-100-aquario-cabo-25-mts-_JM#position=43&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Antena Digital Tv Interna Full Hd 4k - Aquário - Dtv-100p;28;Novo;https://loja.mercadolivre.com.br/dino-telecom?item_id=MLB3190846522&category_id=MLB44572&official_store_id=59868&client=recoview-selleritems&recos_listing=true;MercadoLíder Platinum;Aquário;DTV-100P;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-3190846522-antena-digital-tv-interna-full-hd-4k-aquario-dtv-100p-_JM#position=44&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Antena Digital Tv Smart Uhf Vhf Hd Fm Cabo 2,5m Booster 26db;53;Novo  |  +25 vendidos;https://lista.mercadolivre.com.br/_CustId_107579688?item_id=MLB1656868587&category_id=MLB44572&seller_id=107579688&client=recoview-selleritems&recos_listing=true;MercadoLíder Platinum;Aquário;DTV-100P;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-1656868587-antena-digital-tv-smart-uhf-vhf-hd-fm-cabo-25m-booster-26db-_JM#position=45&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Antena Digital Tv Interna Full Hd 4k - Aquário - Dtv-100p;31;Novo  |  3 vendidos;https://lista.mercadolivre.com.br/_CustId_840597141?item_id=MLB3201314186&category_id=MLB44572&seller_id=840597141&client=recoview-selleritems&recos_listing=true;MercadoLíder Platinum;Aquário;DTV-100P;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-3201314186-antena-digital-tv-interna-full-hd-4k-aquario-dtv-100p-_JM#position=46&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Antena Hdtv 4k Digital Interna Vhf Uhf Fm Para Smart-tv, Tv;79;Novo  |  3 vendidos;https://lista.mercadolivre.com.br/_CustId_320205238?item_id=MLB1916442628&category_id=MLB44572&seller_id=320205238&client=recoview-selleritems&recos_listing=true;MercadoLíder;Aquário;DTV-100 Aquário, antena hdtv 4k digital interna melhor sinal;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-1916442628-antena-hdtv-4k-digital-interna-vhf-uhf-fm-para-smart-tv-tv-_JM#position=47&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Antena Digital Interna Digital Full Hdtv 4k Aquario Dtv-100p;28;Novo  |  +1000 vendidos;https://lista.mercadolivre.com.br/_CustId_297092118?item_id=MLB2169081525&category_id=MLB44572&seller_id=297092118&client=recoview-selleritems&recos_listing=true;MercadoLíder Gold;Aquário;DTV-100PFG;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-2169081525-antena-digital-interna-digital-full-hdtv-4k-aquario-dtv-100p-_JM#position=48&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Antena Hdtv 4k Digital Interna Vhf Uhf Fm Para Smart-tv, Tv;49;Novo;https://lista.mercadolivre.com.br/_CustId_320205238?item_id=MLB1916441184&category_id=MLB44572&seller_id=320205238&client=recoview-selleritems&recos_listing=true;MercadoLíder;Aquário;DTV-100, antena hdtv 4k digital interna aquário melhor sinal;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-1916441184-antena-hdtv-4k-digital-interna-vhf-uhf-fm-para-smart-tv-tv-_JM#position=49&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
9 Antena Digital Hdtv Dtv 4k Dtv 100p Aquario Cabo 2,5m 5x1;245;Novo  |  4 vendidos;https://lista.mercadolivre.com.br/_CustId_14035735?item_id=MLB3355318873&category_id=MLB44572&seller_id=14035735&client=recoview-selleritems&recos_listing=true;MercadoLíder Platinum;Aquário;DTV-100P;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-3355318873-9-antena-digital-hdtv-dtv-4k-dtv-100p-aquario-cabo-25m-5x1-_JM#position=50&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Kit 2 Antena Interna P/ Conversor Digital Hd 360° Aquario;53;Novo  |  2 vendidos;https://lista.mercadolivre.com.br/_CustId_14035735?item_id=MLB2789644231&category_id=MLB44572&seller_id=14035735&client=recoview-selleritems&recos_listing=true;MercadoLíder Platinum;Aquário;DTV-100P;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-2789644231-kit-2-antena-interna-p-conversor-digital-hd-360-aquario-_JM#position=51&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
10 Antena Tv Digital Hdtv 4k Fm Dtv 100p Aquario Cabo 2,5 M;327;Novo  |  +25 vendidos;https://www.mercadolivre.com.br/pagina/mobicomercial9970?item_id=MLB1650242203&category_id=MLB44572&seller_id=104864868&client=recoview-selleritems&recos_listing=true;MercadoLíder Gold;Aquário;DTV-100P;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-1650242203-10-antena-tv-digital-hdtv-4k-fm-dtv-100p-aquario-cabo-25-m-_JM#position=52&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Kit 2 Antena Digital Hdtv Dtv 4k Dtv 100p Aquario 2,5m 5x1;67;Novo  |  +50 vendidos;https://www.mercadolivre.com.br/pagina/mobicomercial9970?item_id=MLB1315497421&category_id=MLB44572&seller_id=104864868&client=recoview-selleritems&recos_listing=true;MercadoLíder Gold;Aquário;DTV-100PFG;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-1315497421-kit-2-antena-digital-hdtv-dtv-4k-dtv-100p-aquario-25m-5x1-_JM#position=53&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
Kit 10 Antena Digital Hdtv Dtv 4k Dtv 100p Aquario 5x1;327;Novo  |  +50 vendidos;https://www.mercadolivre.com.br/pagina/mobicomercial9970?item_id=MLB1399095119&category_id=MLB44572&seller_id=104864868&client=recoview-selleritems&recos_listing=true;MercadoLíder Gold;Aquário;DTV-100PFG;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-1399095119-kit-10-antena-digital-hdtv-dtv-4k-dtv-100p-aquario-5x1-_JM#position=54&search_layout=grid&type=item&tracking_id=c53c2ee9-0780-4794-bc64-5e021aa87167
null;null;null;null;null;null;null;ANTENA INTERNA;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=2hOmQ180wxor7vR6TxLZiyuHrR9b0EagdaleQ6lpU67sPCssGzA0Ej8K54Khrt9hrVnQ6b1qwbrI3g24%2FxGnHHtK48RoMR%2FAwhyEYWP3la1VxoLmBa6ExQ2vb1072YrdKzCezzhUKiMtNTm91qWJpPtSOrJ7mL%2ByAwoKnKuCW8ci3lJ4lFkl3Ekpj%2Bjoscz9kyhLbZ9tpN95WEyLfh%2BN36WbqhI16PIkQs2lXifSY74rFsFEKLpkR9RaQYTX%2FRvnt3pmLUHTNLpJ%2F6TP3MR1LDBrtdqE%2FR71i%2FwwH4RdMRD%2BFfTQS07KW07yuX9cfneLCpqkZtMukT2WGoQxMKQo8aCPpDUZxdlr%2FlInWIjqFCGdAMQtE9YZGIHdDXvU8FG0jEnMYPaWiOJi0cgCVGgW31zozWNKMOGefoheQfNAV75%2F8hg2%2BwTNlZHtkqGofmInJ5sPIWJ%2FFZ1EoZbtkVPzT%2BmnZxHu4HK4rWQYgpKyl3%2FH2AAKt%2Fe7FGWRVq3D4z3GQcVWl%2BPc9fJbyZXYNlC0vAHK04JN5%2BFj3%2FF9E%2BBC1%2BlWRKKVltRpEu5T7hkuM2Pe6evAJQORV2pWv9gWGg5eDcY%2B6MwtHJ63hmltpy3g5xVjX73IOfgX567Y8ulMtt7qR27pCPczvmD5yaMzLr5jVSJom2VZV9oGvUXw7aeTF01n39z5VpY7Ml3CVUTrG4H%2F3ffrqEHl4T%2BA%2B3j18jGPlglD0jg%3D&e=mclics%2Fcombinatorial-by-steps%2B29793%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Antena Interna Digital Full Hd 4k Tv Smart Aquario Dtv-100p;26;Novo  |  +100 vendidos;https://lista.mercadolivre.com.br/_CustId_540378638?item_id=MLB2161406334&category_id=MLB44572&seller_id=540378638&client=recoview-selleritems&recos_listing=true;null;Genérica;Interna;ANTENA INTERNA;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=4feAIby5o3AE5CxE4Yqmfr2fzJZJwMVJpAFPABVZy7PDZ3ZFLvgBTPAmGtPiIacfoptXpwgMjOCeNLvTR3duwS%2BUCqX80HnswSarHcCcxD1Qv7%2BRSc8LULGHrQxrT5snnHihrY3zlDgRI%2BQW2LA3vozs8Q%2BC9CtpGdm9WdcomYfPsQFnywq7fFaIfKbaRw1mgyc2feB1RxFqADf3%2BTMwMmGLV6otyvLrrvrbw1uWclPr%2FU08f7N6AMK%2Ft809u0BVs1ICaUUvyo65jsl5fjXrqiWkl%2BsJ2Oz9dJcWPSArzk9dOgfEOUkfW61RXTklY4nELMM9jXmuxn30JlKPRhAecTdgF1yLDEXTzmrpN8qkFNpYOpFO2GoDCb%2FQJv3d4VF3dDhXxGkQ64ioXl2U604buz8hugmkrGYNnkZt5OwRlRZjrDMyhhW1jETf2NzrxQeYwxR1jiUhT1jAL2jULW8q%2FXC7ve%2BM2bgRL1pybGB6V37H%2BUAuJka5M3lLjpKilf4UrxnoRbqS5pP%2BH74e4KXkB%2BUgmaIJPGyrsErnvVKcCCoR%2FF0skFdqW2mbYvYaIO5024MFe5RctarJnLkVuWFm%2FYWTPjYZUt3mY18bfOd75iRsuLqEejbqjthjnjpPQH3416LGT3j%2B0%2F6fmF2633GxuNTL8UbJFOXeLeu6BahBV5YXaI1hxfOywImx0ytIrsA12%2BzOWOSmdbjzchxG%2BqGlR%2BeB8Hs%3D&e=mclics%2Fcombinatorial-by-steps%2B29793%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Antena Digital Interna Smart Tv 4k Fullhd Aquario Dtv-100p;21;Novo  |  +500 vendidos;https://lista.mercadolivre.com.br/_CustId_540378638?item_id=MLB2161418505&category_id=MLB44572&seller_id=540378638&client=recoview-selleritems&recos_listing=true;null;Genérica;Interna;ANTENA INTERNA;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=5CnkG9wnH8cLmH%2F2EgaG5fRq1KWCwJ5STCK1FVz5nSQ9wjb5bB6yK1dOgnzQZN12%2F68JWoPoZ8%2FoC8lnlzEuvp39BelHPbXsIZ%2BOE0WukMY9IPdOrD0aSDff7ENPvvuBxNxfiTfF1bLWjtQx4KidSpfxTy9lMDaAYEtHy2QqUp2MHC71zWbKy%2FHPb0ICHJqf41aoi66TvG8ImcVDk9WQSjW9ArZL%2BizP1TnjToi16HXeK7cydokHd4cbRmT%2BfzL9eCGMzfKk7Ws7GsBFTRsQ8KNmb643loVQ28h8d4Iek%2BG4CBE%2Bo2svwCxi5qW04BV2NwDyBn1YoYsBxLSHIfSao3hsZKwfCMC%2B7XAmymsY4QkhF5Aqc3umfLxXHpMaofOL0J57ENLsCYKcE9b%2FbaWrt8Hjt44xkvCDuOJQijDR706SJa6RFPkuoZEA2JbUdoCf9ONHBZmG75XTRpasipy8Oy%2Fx2T0ZoEc4xC7LsryEt9UrMAHcAdHUAI7imUbra6CcvVbbr37U5JSQvib7z3vuQcE%2FZ7dNkuquiY99yR1QLZE6R1io1RpKE2dp3XwkRfgCo9Fwry8d4%2BX8sYsUbYZJ6NFrDz5bUpiymubkqLMP2XqTvvm%2F82lJllDas8aCTwmsZNgQa7bAdVq%2F1cpx9wCPbgIflNtRokwYSCD9RnZUhrhYxs7Vr73BE%2Fu0O6DBINFzCztkrjUxVJBnzhidSSMpjvXYag%3D%3D&e=mclics%2Fcombinatorial-by-steps%2B29793%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fdifferential-cvr-factor%2B29495%2Cmclics%2Fsearch-list-ad-algorithm%2B16026%2Cmclics%2Fshow-pads-search-list%2B5146%2Cmclics%2Fshow-pads-global%2B5176%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&rb=x
Antena Digital Interna Digital Full Hdtv 4k 5 Em 1;40;Novo  |  +5 vendidos;https://lista.mercadolivre.com.br/_CustId_707841877?item_id=MLB2166709468&category_id=MLB44572&seller_id=707841877&client=recoview-selleritems&recos_listing=true;MercadoLíder Platinum;null;DTV-100;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-2166709468-antena-digital-interna-digital-full-hdtv-4k-5-em-1-_JM?searchVariation=174167585441#searchVariation=174167585441&position=4&search_layout=grid&type=item&tracking_id=55fc698a-d8d3-446b-9b77-62a62d520d66
Antena Digital Hdtv Dtv 4k Dtv 100p Aquario Cabo 2,5m 5x1;30;Novo  |  +500 vendidos;https://lista.mercadolivre.com.br/_CustId_14035735?item_id=MLB686082186&category_id=MLB44572&seller_id=14035735&client=recoview-selleritems&recos_listing=true;MercadoLíder Platinum;Aquário;DTV-100PFG;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-686082186-antena-digital-hdtv-dtv-4k-dtv-100p-aquario-cabo-25m-5x1-_JM#position=5&search_layout=grid&type=item&tracking_id=55fc698a-d8d3-446b-9b77-62a62d520d66
Antena Digital Interna Dtv-100p + Booster Amplificador;64;Novo;https://lista.mercadolivre.com.br/_CustId_1221468643?item_id=MLB3732011452&category_id=MLB44572&seller_id=1221468643&client=recoview-selleritems&recos_listing=true;null;Aquário;DTV-100P e BT-26 BOOSTER;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-3732011452-antena-digital-interna-dtv-100p-booster-amplificador-_JM#position=6&search_layout=grid&type=item&tracking_id=55fc698a-d8d3-446b-9b77-62a62d520d66
Antena Digital Interna De Tv Hdtv 4k Vhf Uhf Aquário Dtv-100;39;Novo  |  +5 vendidos;https://lista.mercadolivre.com.br/_CustId_582494240?item_id=MLB1916441963&category_id=MLB44572&seller_id=582494240&client=recoview-selleritems&recos_listing=true;null;Aquário;DTV-100;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-1916441963-antena-digital-interna-de-tv-hdtv-4k-vhf-uhf-aquario-dtv-100-_JM#position=7&search_layout=grid&type=item&tracking_id=55fc698a-d8d3-446b-9b77-62a62d520d66
Antena Digital Interna Hdtv Cabo 2,5 Mt - Dtv 100p Aquário;24;Novo;https://lista.mercadolivre.com.br/_CustId_636923740?item_id=MLB3519588093&category_id=MLB44572&seller_id=636923740&client=recoview-selleritems&recos_listing=true;null;Aquário;DTV-100PFG;ANTENA INTERNA;https://produto.mercadolivre.com.br/MLB-3519588093-antena-digital-interna-hdtv-cabo-25-mt-dtv-100p-aquario-_JM#position=8&search_layout=grid&type=item&tracking_id=55fc698a-d8d3-446b-9b77-62a62d520d66
